book,chapter,verse,text,preprocessed_text,label
revelation,2.0,1.0,τω αγγελω της εφεσινης εκκλησιας γραψον ταδε λεγει ο κρατων τους επτα αστερας εν τη δεξια αυτου ο περιπατων εν μεσω των επτα λυχνιων των χρυσων,τω αγγελω της εφεσινης εκκλησιας γραψον ταδε λεγει ο κρατων τους επτα αστερας εν τη δεξια αυτου ο περιπατων εν μεσω των επτα λυχνιων των χρυσων,0
revelation,2.0,2.0,οιδα τα εργα σου και τον κοπον σου και την υπομονην σου και οτι ου δυνη βαστασαι κακους και επειρασω τους φασκοντας ειναι αποστολους και ουκ εισιν και ευρες αυτους ψευδεις,οιδα τα εργα σου και τον κοπον σου και την υπομονην σου και οτι ου δυνη βαστασαι κακους και επειρασω τους φασκοντας ειναι αποστολους και ουκ εισιν και ευρες αυτους ψευδεις,0
revelation,2.0,3.0,και εβαστασας και υπομονην εχεις και δια το ονομα μου κεκοπιακας και ου κεκμηκας,και εβαστασας και υπομονην εχεις και δια το ονομα μου κεκοπιακας και ου κεκμηκας,0
revelation,2.0,4.0,αλλ εχω κατα σου οτι την αγαπην σου την πρωτην αφηκας,αλλ εχω κατα σου οτι την αγαπην σου την πρωτην αφηκας,0
revelation,2.0,5.0,μνημονευε ουν ποθεν εκπεπτωκας και μετανοησον και τα πρωτα εργα ποιησον ει δε μη ερχομαι σοι και κινησω την λυχνιαν σου εκ του τοπου αυτης εαν μη μετανοησης,μνημονευε ουν ποθεν εκπεπτωκας και μετανοησον και τα πρωτα εργα ποιησον ει δε μη ερχομαι σοι και κινησω την λυχνιαν σου εκ του τοπου αυτης εαν μη μετανοησης,0
revelation,2.0,6.0,αλλα τουτο εχεις οτι μισεις τα εργα των νικολαιτων α καγω μισω,αλλα τουτο εχεις οτι μισεις τα εργα των νικολαιτων α καγω μισω,0
revelation,2.0,7.0,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις τω νικωντι δωσω αυτω φαγειν εκ του ξυλου της ζωης ο εστιν εν μεσω του παραδεισου του θεου,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις τω νικωντι δωσω αυτω φαγειν εκ του ξυλου της ζωης ο εστιν εν μεσω του παραδεισου του θεου,0
revelation,2.0,8.0,και τω αγγελω της εκκλησιας σμυρναιων γραψον ταδε λεγει ο πρωτος και ο εσχατος ος εγενετο νεκρος και εζησεν,και τω αγγελω της εκκλησιας σμυρναιων γραψον ταδε λεγει ο πρωτος και ο εσχατος ος εγενετο νεκρος και εζησεν,0
revelation,2.0,9.0,οιδα σου τα εργα και την θλιψιν και την πτωχειαν πλουσιος δε ει και την βλασφημιαν των λεγοντων ιουδαιους ειναι εαυτους και ουκ εισιν αλλα συναγωγη του σατανα,οιδα σου τα εργα και την θλιψιν και την πτωχειαν πλουσιος δε ει και την βλασφημιαν των λεγοντων ιουδαιους ειναι εαυτους και ουκ εισιν αλλα συναγωγη του σατανα,0
revelation,2.0,10.0,μηδεν φοβου α μελλεις πασχειν ιδου μελλει βαλειν εξ υμων ο διαβολος εις φυλακην ινα πειρασθητε και εξετε θλιψιν ημερων δεκα γινου πιστος αχρι θανατου και δωσω σοι τον στεφανον της ζωης,μηδεν φοβου α μελλεις πασχειν ιδου μελλει βαλειν εξ υμων ο διαβολος εις φυλακην ινα πειρασθητε και εξετε θλιψιν ημερων δεκα γινου πιστος αχρι θανατου και δωσω σοι τον στεφανον της ζωης,0
revelation,2.0,11.0,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις ο νικων ου μη αδικηθη εκ του θανατου του δευτερου,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις ο νικων ου μη αδικηθη εκ του θανατου του δευτερου,0
revelation,2.0,12.0,και τω αγγελω της εν περγαμω εκκλησιας γραψον ταδε λεγει ο εχων την ρομφαιαν την διστομον την οξειαν,και τω αγγελω της εν περγαμω εκκλησιας γραψον ταδε λεγει ο εχων την ρομφαιαν την διστομον την οξειαν,0
revelation,2.0,13.0,οιδα τα εργα σου και που κατοικεις οπου ο θρονος του σατανα και κρατεις το ονομα μου και ουκ ηρνησω την πιστιν μου και εν ταις ημεραις εν αις αντιπας ο μαρτυς μου ο πιστος ος απεκτανθη παρ υμιν οπου κατοικει ο σατανας,οιδα τα εργα σου και που κατοικεις οπου ο θρονος του σατανα και κρατεις το ονομα μου και ουκ ηρνησω την πιστιν μου και εν ταις ημεραις εν αις αντιπας ο μαρτυς μου ο πιστος ος απεκτανθη παρ υμιν οπου κατοικει ο σατανας,0
revelation,2.0,14.0,αλλ εχω κατα σου ολιγα οτι εχεις εκει κρατουντας την διδαχην βαλααμ ος εδιδασκεν βαλακ βαλειν σκανδαλον ενωπιον των υιων ισραηλ φαγειν ειδωλοθυτα και πορνευσαι,αλλ εχω κατα σου ολιγα οτι εχεις εκει κρατουντας την διδαχην βαλααμ ος εδιδασκεν βαλακ βαλειν σκανδαλον ενωπιον των υιων ισραηλ φαγειν ειδωλοθυτα και πορνευσαι,0
revelation,2.0,15.0,ουτως εχεις και συ κρατουντας την διδαχην των νικολαιτων ο μισω,ουτως εχεις και συ κρατουντας την διδαχην των νικολαιτων ο μισω,0
revelation,2.0,16.0,μετανοησον ει δε μη ερχομαι σοι ταχυ και πολεμησω μετ αυτων εν τη ρομφαια του στοματος μου,μετανοησον ει δε μη ερχομαι σοι ταχυ και πολεμησω μετ αυτων εν τη ρομφαια του στοματος μου,0
revelation,2.0,17.0,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις τω νικωντι δωσω αυτω φαγειν απο του μαννα του κεκρυμμενου και δωσω αυτω ψηφον λευκην και επι την ψηφον ονομα καινον γεγραμμενον ο ουδεις εγνω ει μη ο λαμβανων,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις τω νικωντι δωσω αυτω φαγειν απο του μαννα του κεκρυμμενου και δωσω αυτω ψηφον λευκην και επι την ψηφον ονομα καινον γεγραμμενον ο ουδεις εγνω ει μη ο λαμβανων,0
revelation,2.0,18.0,και τω αγγελω της εν θυατειροις εκκλησιας γραψον ταδε λεγει ο υιος του θεου ο εχων τους οφθαλμους αυτου ως φλογα πυρος και οι ποδες αυτου ομοιοι χαλκολιβανω,και τω αγγελω της εν θυατειροις εκκλησιας γραψον ταδε λεγει ο υιος του θεου ο εχων τους οφθαλμους αυτου ως φλογα πυρος και οι ποδες αυτου ομοιοι χαλκολιβανω,0
revelation,2.0,19.0,οιδα σου τα εργα και την αγαπην και την διακονιαν και την πιστιν και την υπομονην σου και τα εργα σου και τα εσχατα πλειονα των πρωτων,οιδα σου τα εργα και την αγαπην και την διακονιαν και την πιστιν και την υπομονην σου και τα εργα σου και τα εσχατα πλειονα των πρωτων,0
revelation,2.0,20.0,αλλ εχω κατα σου ολιγα οτι εας την γυναικα ιεζαβηλ την λεγουσαν εαυτην προφητιν διδασκειν και πλανασθαι εμους δουλους πορνευσαι και ειδωλοθυτα φαγειν,αλλ εχω κατα σου ολιγα οτι εας την γυναικα ιεζαβηλ την λεγουσαν εαυτην προφητιν διδασκειν και πλανασθαι εμους δουλους πορνευσαι και ειδωλοθυτα φαγειν,0
revelation,2.0,21.0,και εδωκα αυτη χρονον ινα μετανοηση εκ της πορνειας αυτης και ου μετενοησεν,και εδωκα αυτη χρονον ινα μετανοηση εκ της πορνειας αυτης και ου μετενοησεν,0
revelation,2.0,22.0,ιδου εγω βαλλω αυτην εις κλινην και τους μοιχευοντας μετ αυτης εις θλιψιν μεγαλην εαν μη μετανοησωσιν εκ των εργων αυτων,ιδου εγω βαλλω αυτην εις κλινην και τους μοιχευοντας μετ αυτης εις θλιψιν μεγαλην εαν μη μετανοησωσιν εκ των εργων αυτων,0
revelation,2.0,23.0,και τα τεκνα αυτης αποκτενω εν θανατω και γνωσονται πασαι αι εκκλησιαι οτι εγω ειμι ο ερευνων νεφρους και καρδιας και δωσω υμιν εκαστω κατα τα εργα υμων,και τα τεκνα αυτης αποκτενω εν θανατω και γνωσονται πασαι αι εκκλησιαι οτι εγω ειμι ο ερευνων νεφρους και καρδιας και δωσω υμιν εκαστω κατα τα εργα υμων,0
revelation,2.0,24.0,υμιν δε λεγω και λοιποις τοις εν θυατειροις οσοι ουκ εχουσιν την διδαχην ταυτην και οιτινες ουκ εγνωσαν τα βαθη του σατανα ως λεγουσιν ου βαλω εφ υμας αλλο βαρος,υμιν δε λεγω και λοιποις τοις εν θυατειροις οσοι ουκ εχουσιν την διδαχην ταυτην και οιτινες ουκ εγνωσαν τα βαθη του σατανα ως λεγουσιν ου βαλω εφ υμας αλλο βαρος,0
revelation,2.0,25.0,πλην ο εχετε κρατησατε αχρις ου αν ηξω,πλην ο εχετε κρατησατε αχρις ου αν ηξω,0
revelation,2.0,26.0,και ο νικων και ο τηρων αχρι τελους τα εργα μου δωσω αυτω εξουσιαν επι των εθνων,και ο νικων και ο τηρων αχρι τελους τα εργα μου δωσω αυτω εξουσιαν επι των εθνων,0
revelation,2.0,27.0,και ποιμανει αυτους εν ραβδω σιδηρα ως τα σκευη τα κεραμικα συντριβεται ως καγω ειληφα παρα του πατρος μου,και ποιμανει αυτους εν ραβδω σιδηρα ως τα σκευη τα κεραμικα συντριβεται ως καγω ειληφα παρα του πατρος μου,0
revelation,2.0,28.0,και δωσω αυτω τον αστερα τον πρωινον,και δωσω αυτω τον αστερα τον πρωινον,0
revelation,2.0,29.0,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις,0
revelation,3.0,1.0,και τω αγγελω της εν σαρδεσιν εκκλησιας γραψον ταδε λεγει ο εχων τα πνευματα του θεου και τους επτα αστερας οιδα σου τα εργα οτι το ονομα εχεις οτι ζης και νεκρος ει,και τω αγγελω της εν σαρδεσιν εκκλησιας γραψον ταδε λεγει ο εχων τα πνευματα του θεου και τους επτα αστερας οιδα σου τα εργα οτι το ονομα εχεις οτι ζης και νεκρος ει,0
revelation,3.0,2.0,γινου γρηγορων και στηριξον τα λοιπα α μελλει αποθανειν ου γαρ ευρηκα σου τα εργα πεπληρωμενα ενωπιον του θεου,γινου γρηγορων και στηριξον τα λοιπα α μελλει αποθανειν ου γαρ ευρηκα σου τα εργα πεπληρωμενα ενωπιον του θεου,0
revelation,3.0,3.0,μνημονευε ουν πως ειληφας και ηκουσας και τηρει και μετανοησον εαν ουν μη γρηγορησης ηξω επι σε ως κλεπτης και ου μη γνως ποιαν ωραν ηξω επι σε,μνημονευε ουν πως ειληφας και ηκουσας και τηρει και μετανοησον εαν ουν μη γρηγορησης ηξω επι σε ως κλεπτης και ου μη γνως ποιαν ωραν ηξω επι σε,0
revelation,3.0,4.0,εχεις ολιγα ονοματα και εν σαρδεσιν α ουκ εμολυναν τα ιματια αυτων και περιπατησουσιν μετ εμου εν λευκοις οτι αξιοι εισιν,εχεις ολιγα ονοματα και εν σαρδεσιν α ουκ εμολυναν τα ιματια αυτων και περιπατησουσιν μετ εμου εν λευκοις οτι αξιοι εισιν,0
revelation,3.0,5.0,ο νικων ουτος περιβαλειται εν ιματιοις λευκοις και ου μη εξαλειψω το ονομα αυτου εκ της βιβλου της ζωης και εξομολογησομαι το ονομα αυτου ενωπιον του πατρος μου και ενωπιον των αγγελων αυτου,ο νικων ουτος περιβαλειται εν ιματιοις λευκοις και ου μη εξαλειψω το ονομα αυτου εκ της βιβλου της ζωης και εξομολογησομαι το ονομα αυτου ενωπιον του πατρος μου και ενωπιον των αγγελων αυτου,0
revelation,3.0,6.0,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις,0
revelation,3.0,7.0,και τω αγγελω της εν φιλαδελφεια εκκλησιας γραψον ταδε λεγει ο αγιος ο αληθινος ο εχων την κλειδα του δαβιδ ο ανοιγων και ουδεις κλειει και κλειει και ουδεις ανοιγει,και τω αγγελω της εν φιλαδελφεια εκκλησιας γραψον ταδε λεγει ο αγιος ο αληθινος ο εχων την κλειδα του δαβιδ ο ανοιγων και ουδεις κλειει και κλειει και ουδεις ανοιγει,0
revelation,3.0,8.0,οιδα σου τα εργα ιδου δεδωκα ενωπιον σου θυραν ανεωγμενην και ουδεις δυναται κλεισαι αυτην οτι μικραν εχεις δυναμιν και ετηρησας μου τον λογον και ουκ ηρνησω το ονομα μου,οιδα σου τα εργα ιδου δεδωκα ενωπιον σου θυραν ανεωγμενην και ουδεις δυναται κλεισαι αυτην οτι μικραν εχεις δυναμιν και ετηρησας μου τον λογον και ουκ ηρνησω το ονομα μου,0
revelation,3.0,9.0,ιδου διδωμι εκ της συναγωγης του σατανα των λεγοντων εαυτους ιουδαιους ειναι και ουκ εισιν αλλα ψευδονται ιδου ποιησω αυτους ινα ηξωσιν και προσκυνησωσιν ενωπιον των ποδων σου και γνωσιν οτι εγω ηγαπησα σε,ιδου διδωμι εκ της συναγωγης του σατανα των λεγοντων εαυτους ιουδαιους ειναι και ουκ εισιν αλλα ψευδονται ιδου ποιησω αυτους ινα ηξωσιν και προσκυνησωσιν ενωπιον των ποδων σου και γνωσιν οτι εγω ηγαπησα σε,0
revelation,3.0,10.0,οτι ετηρησας τον λογον της υπομονης μου καγω σε τηρησω εκ της ωρας του πειρασμου της μελλουσης ερχεσθαι επι της οικουμενης ολης πειρασαι τους κατοικουντας επι της γης,οτι ετηρησας τον λογον της υπομονης μου καγω σε τηρησω εκ της ωρας του πειρασμου της μελλουσης ερχεσθαι επι της οικουμενης ολης πειρασαι τους κατοικουντας επι της γης,0
revelation,3.0,11.0,ιδου ερχομαι ταχυ κρατει ο εχεις ινα μηδεις λαβη τον στεφανον σου,ιδου ερχομαι ταχυ κρατει ο εχεις ινα μηδεις λαβη τον στεφανον σου,0
revelation,3.0,12.0,ο νικων ποιησω αυτον στυλον εν τω ναω του θεου μου και εξω ου μη εξελθη ετι και γραψω επ αυτον το ονομα του θεου μου και το ονομα της πολεως του θεου μου της καινης ιερουσαλημ η εκ του ουρανου απο του θεου μου και το ονομα μου το καινον,ο νικων ποιησω αυτον στυλον εν τω ναω του θεου μου και εξω ου μη εξελθη ετι και γραψω επ αυτον το ονομα του θεου μου και το ονομα της πολεως του θεου μου της καινης ιερουσαλημ η εκ του ουρανου απο του θεου μου και το ονομα μου το καινον,0
revelation,3.0,13.0,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις,0
revelation,3.0,14.0,και τω αγγελω της εκκλησιας λαοδικεων γραψον ταδε λεγει ο αμην ο μαρτυς ο πιστος και αληθινος η αρχη της κτισεως του θεου,και τω αγγελω της εκκλησιας λαοδικεων γραψον ταδε λεγει ο αμην ο μαρτυς ο πιστος και αληθινος η αρχη της κτισεως του θεου,0
revelation,3.0,15.0,οιδα σου τα εργα οτι ουτε ψυχρος ει ουτε ζεστος οφελον ψυχρος ειης η ζεστος,οιδα σου τα εργα οτι ουτε ψυχρος ει ουτε ζεστος οφελον ψυχρος ειης η ζεστος,0
revelation,3.0,16.0,ουτως οτι χλιαρος ει και ουτε ψυχρος ουτε ζεστος μελλω σε εμεσαι εκ του στοματος μου,ουτως οτι χλιαρος ει και ουτε ψυχρος ουτε ζεστος μελλω σε εμεσαι εκ του στοματος μου,0
revelation,3.0,17.0,οτι λεγεις οτι πλουσιος ειμι και πεπλουτηκα και ουδενος χρειαν εχω και ουκ οιδας οτι συ ει ο ταλαιπωρος και ελεεινος και πτωχος και τυφλος και γυμνος,οτι λεγεις οτι πλουσιος ειμι και πεπλουτηκα και ουδενος χρειαν εχω και ουκ οιδας οτι συ ει ο ταλαιπωρος και ελεεινος και πτωχος και τυφλος και γυμνος,0
revelation,3.0,18.0,συμβουλευω σοι αγορασαι παρ εμου χρυσιον πεπυρωμενον εκ πυρος ινα πλουτησης και ιματια λευκα ινα περιβαλη και μη φανερωθη η αισχυνη της γυμνοτητος σου και κολλουριον εγχρισον τους οφθαλμους σου ινα βλεπης,συμβουλευω σοι αγορασαι παρ εμου χρυσιον πεπυρωμενον εκ πυρος ινα πλουτησης και ιματια λευκα ινα περιβαλη και μη φανερωθη η αισχυνη της γυμνοτητος σου και κολλουριον εγχρισον τους οφθαλμους σου ινα βλεπης,0
revelation,3.0,19.0,εγω οσους εαν φιλω ελεγχω και παιδευω ζηλωσον ουν και μετανοησον,εγω οσους εαν φιλω ελεγχω και παιδευω ζηλωσον ουν και μετανοησον,0
revelation,3.0,20.0,ιδου εστηκα επι την θυραν και κρουω εαν τις ακουση της φωνης μου και ανοιξη την θυραν εισελευσομαι προς αυτον και δειπνησω μετ αυτου και αυτος μετ εμου,ιδου εστηκα επι την θυραν και κρουω εαν τις ακουση της φωνης μου και ανοιξη την θυραν εισελευσομαι προς αυτον και δειπνησω μετ αυτου και αυτος μετ εμου,0
revelation,3.0,21.0,ο νικων δωσω αυτω καθισαι μετ εμου εν τω θρονω μου ως καγω ενικησα και εκαθισα μετα του πατρος μου εν τω θρονω αυτου,ο νικων δωσω αυτω καθισαι μετ εμου εν τω θρονω μου ως καγω ενικησα και εκαθισα μετα του πατρος μου εν τω θρονω αυτου,0
revelation,3.0,22.0,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις,ο εχων ους ακουσατω τι το πνευμα λεγει ταις εκκλησιαις,0
revelation,4.0,1.0,μετα ταυτα ειδον και ιδου θυρα ηνεωγμενη εν τω ουρανω και η φωνη η πρωτη ην ηκουσα ως σαλπιγγος λαλουσης μετ εμου λεγουσα αναβα ωδε και δειξω σοι α δει γενεσθαι μετα ταυτα,μετα ταυτα ειδον και ιδου θυρα ηνεωγμενη εν τω ουρανω και η φωνη η πρωτη ην ηκουσα ως σαλπιγγος λαλουσης μετ εμου λεγουσα αναβα ωδε και δειξω σοι α δει γενεσθαι μετα ταυτα,0
revelation,4.0,2.0,και ευθεως εγενομην εν πνευματι και ιδου θρονος εκειτο εν τω ουρανω και επι του θρονου καθημενος,και ευθεως εγενομην εν πνευματι και ιδου θρονος εκειτο εν τω ουρανω και επι του θρονου καθημενος,0
revelation,4.0,3.0,και ο καθημενος ην ομοιος ορασει λιθω ιασπιδι και σαρδινω και ιρις κυκλοθεν του θρονου ορασει σμαραγδινω,και ο καθημενος ην ομοιος ορασει λιθω ιασπιδι και σαρδινω και ιρις κυκλοθεν του θρονου ορασει σμαραγδινω,0
revelation,4.0,4.0,και κυκλοθεν του θρονου θρονοι εικοσι και τεσσαρες και επι τους θρονους ειδον τους εικοσι και τεσσαρας πρεσβυτερους καθημενους περιβεβλημενους εν ιματιοις λευκοις και εσχον επι τας κεφαλας αυτων στεφανους χρυσους,και κυκλοθεν του θρονου θρονοι εικοσι και τεσσαρες και επι τους θρονους ειδον τους εικοσι και τεσσαρας πρεσβυτερους καθημενους περιβεβλημενους εν ιματιοις λευκοις και εσχον επι τας κεφαλας αυτων στεφανους χρυσους,0
revelation,4.0,5.0,και εκ του θρονου εκπορευονται αστραπαι και βρονται και φωναι και επτα λαμπαδες πυρος καιομεναι ενωπιον του θρονου αι εισιν τα επτα πνευματα του θεου,και εκ του θρονου εκπορευονται αστραπαι και βρονται και φωναι και επτα λαμπαδες πυρος καιομεναι ενωπιον του θρονου αι εισιν τα επτα πνευματα του θεου,0
revelation,4.0,6.0,και ενωπιον του θρονου θαλασσα υαλινη ομοια κρυσταλλω και εν μεσω του θρονου και κυκλω του θρονου τεσσαρα ζωα γεμοντα οφθαλμων εμπροσθεν και οπισθεν,και ενωπιον του θρονου θαλασσα υαλινη ομοια κρυσταλλω και εν μεσω του θρονου και κυκλω του θρονου τεσσαρα ζωα γεμοντα οφθαλμων εμπροσθεν και οπισθεν,0
revelation,4.0,7.0,και το ζωον το πρωτον ομοιον λεοντι και το δευτερον ζωον ομοιον μοσχω και το τριτον ζωον εχον το προσωπον ως ανθρωπος και το τεταρτον ζωον ομοιον αετω πετωμενω,και το ζωον το πρωτον ομοιον λεοντι και το δευτερον ζωον ομοιον μοσχω και το τριτον ζωον εχον το προσωπον ως ανθρωπος και το τεταρτον ζωον ομοιον αετω πετωμενω,0
revelation,4.0,8.0,και τεσσαρα ζωα εν καθ εαυτο ειχον ανα πτερυγας εξ κυκλοθεν και εσωθεν γεμοντα οφθαλμων και αναπαυσιν ουκ εχουσιν ημερας και νυκτος λεγοντα αγιος αγιος αγιος κυριος ο θεος ο παντοκρατωρ ο ην και ο ων και ο ερχομενος,και τεσσαρα ζωα εν καθ εαυτο ειχον ανα πτερυγας εξ κυκλοθεν και εσωθεν γεμοντα οφθαλμων και αναπαυσιν ουκ εχουσιν ημερας και νυκτος λεγοντα αγιος αγιος αγιος κυριος ο θεος ο παντοκρατωρ ο ην και ο ων και ο ερχομενος,0
revelation,4.0,9.0,και οταν δωσουσιν τα ζωα δοξαν και τιμην και ευχαριστιαν τω καθημενω επι του θρονου τω ζωντι εις τους αιωνας των αιωνων,και οταν δωσουσιν τα ζωα δοξαν και τιμην και ευχαριστιαν τω καθημενω επι του θρονου τω ζωντι εις τους αιωνας των αιωνων,0
revelation,4.0,10.0,πεσουνται οι εικοσι και τεσσαρες πρεσβυτεροι ενωπιον του καθημενου επι του θρονου και προσκυνουσιν τω ζωντι εις τους αιωνας των αιωνων και βαλλουσιν τους στεφανους αυτων ενωπιον του θρονου λεγοντες,πεσουνται οι εικοσι και τεσσαρες πρεσβυτεροι ενωπιον του καθημενου επι του θρονου και προσκυνουσιν τω ζωντι εις τους αιωνας των αιωνων και βαλλουσιν τους στεφανους αυτων ενωπιον του θρονου λεγοντες,0
revelation,4.0,11.0,αξιος ει κυριε λαβειν την δοξαν και την τιμην και την δυναμιν οτι συ εκτισας τα παντα και δια το θελημα σου εισιν και εκτισθησαν,αξιος ει κυριε λαβειν την δοξαν και την τιμην και την δυναμιν οτι συ εκτισας τα παντα και δια το θελημα σου εισιν και εκτισθησαν,0
revelation,5.0,1.0,και ειδον επι την δεξιαν του καθημενου επι του θρονου βιβλιον γεγραμμενον εσωθεν και οπισθεν κατεσφραγισμενον σφραγισιν επτα,και ειδον επι την δεξιαν του καθημενου επι του θρονου βιβλιον γεγραμμενον εσωθεν και οπισθεν κατεσφραγισμενον σφραγισιν επτα,0
revelation,5.0,2.0,και ειδον αγγελον ισχυρον κηρυσσοντα φωνη μεγαλη τις εστιν αξιος ανοιξαι το βιβλιον και λυσαι τας σφραγιδας αυτου,και ειδον αγγελον ισχυρον κηρυσσοντα φωνη μεγαλη τις εστιν αξιος ανοιξαι το βιβλιον και λυσαι τας σφραγιδας αυτου,0
revelation,5.0,3.0,και ουδεις ηδυνατο εν τω ουρανω ουδε επι της γης ουδε υποκατω της γης ανοιξαι το βιβλιον ουδε βλεπειν αυτο,και ουδεις ηδυνατο εν τω ουρανω ουδε επι της γης ουδε υποκατω της γης ανοιξαι το βιβλιον ουδε βλεπειν αυτο,0
revelation,5.0,4.0,και εγω εκλαιον πολλα οτι ουδεις αξιος ευρεθη ανοιξαι και αναγνωναι το βιβλιον ουτε βλεπειν αυτο,και εγω εκλαιον πολλα οτι ουδεις αξιος ευρεθη ανοιξαι και αναγνωναι το βιβλιον ουτε βλεπειν αυτο,0
revelation,5.0,5.0,και εις εκ των πρεσβυτερων λεγει μοι μη κλαιε ιδου ενικησεν ο λεων ο ων εκ της φυλης ιουδα η ριζα δαβιδ ανοιξαι το βιβλιον και λυσαι τας επτα σφραγιδας αυτου,και εις εκ των πρεσβυτερων λεγει μοι μη κλαιε ιδου ενικησεν ο λεων ο ων εκ της φυλης ιουδα η ριζα δαβιδ ανοιξαι το βιβλιον και λυσαι τας επτα σφραγιδας αυτου,0
revelation,5.0,6.0,και ειδον και ιδου εν μεσω του θρονου και των τεσσαρων ζωων και εν μεσω των πρεσβυτερων αρνιον εστηκος ως εσφαγμενον εχον κερατα επτα και οφθαλμους επτα οι εισιν τα επτα του θεου πνευματα τα απεσταλμενα εις πασαν την γην,και ειδον και ιδου εν μεσω του θρονου και των τεσσαρων ζωων και εν μεσω των πρεσβυτερων αρνιον εστηκος ως εσφαγμενον εχον κερατα επτα και οφθαλμους επτα οι εισιν τα επτα του θεου πνευματα τα απεσταλμενα εις πασαν την γην,0
revelation,5.0,7.0,και ηλθεν και ειληφεν το βιβλιον εκ της δεξιας του καθημενου επι του θρονου,και ηλθεν και ειληφεν το βιβλιον εκ της δεξιας του καθημενου επι του θρονου,0
revelation,5.0,8.0,και οτε ελαβεν το βιβλιον τα τεσσαρα ζωα και οι εικοσιτεσσαρες πρεσβυτεροι επεσον ενωπιον του αρνιου εχοντες εκαστος κιθαρας και φιαλας χρυσας γεμουσας θυμιαματων αι εισιν αι προσευχαι των αγιων,και οτε ελαβεν το βιβλιον τα τεσσαρα ζωα και οι εικοσιτεσσαρες πρεσβυτεροι επεσον ενωπιον του αρνιου εχοντες εκαστος κιθαρας και φιαλας χρυσας γεμουσας θυμιαματων αι εισιν αι προσευχαι των αγιων,0
revelation,5.0,9.0,και αδουσιν ωδην καινην λεγοντες αξιος ει λαβειν το βιβλιον και ανοιξαι τας σφραγιδας αυτου οτι εσφαγης και ηγορασας τω θεω ημας εν τω αιματι σου εκ πασης φυλης και γλωσσης και λαου και εθνους,και αδουσιν ωδην καινην λεγοντες αξιος ει λαβειν το βιβλιον και ανοιξαι τας σφραγιδας αυτου οτι εσφαγης και ηγορασας τω θεω ημας εν τω αιματι σου εκ πασης φυλης και γλωσσης και λαου και εθνους,0
revelation,5.0,10.0,και εποιησας ημας τω θεω ημων βασιλεις και ιερεις και βασιλευσομεν επι της γης,και εποιησας ημας τω θεω ημων βασιλεις και ιερεις και βασιλευσομεν επι της γης,0
revelation,5.0,11.0,και ειδον και ηκουσα φωνην αγγελων πολλων κυκλοθεν του θρονου και των ζωων και των πρεσβυτερων και χιλιαδες χιλιαδων,και ειδον και ηκουσα φωνην αγγελων πολλων κυκλοθεν του θρονου και των ζωων και των πρεσβυτερων και χιλιαδες χιλιαδων,0
revelation,5.0,12.0,λεγοντες φωνη μεγαλη αξιον εστιν το αρνιον το εσφαγμενον λαβειν την δυναμιν και πλουτον και σοφιαν και ισχυν και τιμην και δοξαν και ευλογιαν,λεγοντες φωνη μεγαλη αξιον εστιν το αρνιον το εσφαγμενον λαβειν την δυναμιν και πλουτον και σοφιαν και ισχυν και τιμην και δοξαν και ευλογιαν,0
revelation,5.0,13.0,και παν κτισμα ο εστιν εν τω ουρανω και εν τη γη και υποκατω της γης και επι της θαλασσης α εστιν και τα εν αυτοις παντα ηκουσα λεγοντας τω καθημενω επι του θρονου και τω αρνιω η ευλογια και η τιμη και η δοξα και το κρατος εις τους αιωνας των αιωνων,και παν κτισμα ο εστιν εν τω ουρανω και εν τη γη και υποκατω της γης και επι της θαλασσης α εστιν και τα εν αυτοις παντα ηκουσα λεγοντας τω καθημενω επι του θρονου και τω αρνιω η ευλογια και η τιμη και η δοξα και το κρατος εις τους αιωνας των αιωνων,0
revelation,5.0,14.0,και τα τεσσαρα ζωα ελεγον αμην και οι εικοσιτεσσαρες πρεσβυτεροι επεσαν και προσεκυνησαν ζωντι εις τους αιωνας των αιωνων,και τα τεσσαρα ζωα ελεγον αμην και οι εικοσιτεσσαρες πρεσβυτεροι επεσαν και προσεκυνησαν ζωντι εις τους αιωνας των αιωνων,0
revelation,6.0,1.0,και ειδον οτε ηνοιξεν το αρνιον μιαν εκ των σφραγιδων και ηκουσα ενος εκ των τεσσαρων ζωων λεγοντος ως φωνης βροντης ερχου και βλεπε,και ειδον οτε ηνοιξεν το αρνιον μιαν εκ των σφραγιδων και ηκουσα ενος εκ των τεσσαρων ζωων λεγοντος ως φωνης βροντης ερχου και βλεπε,0
